Site Code,city,Vehicle_type,cluster,Date,Delivery Agent ID,Shift,Unsuccessful_Attempts,Process_Deviations,Delivered,Customer_Rejects,Picked_up_Customer_Returns,Picked up_Seller,billing_amt,,
Site_3,BANGALORE,Van DCD,4,2023-06-07 00:00:00,DA_398,B,1,0,22,0,4,0,1437,,
Site_16,BANGALORE,Van DCD,4,2023-06-26 00:00:00,DA_271,B,0,0,34,0,2,0,1338,,
Site_27,MUMBAI,Van D+DA,5,2023-06-18 00:00:00,DA_653,B,1,0,27,1,2,0,1625,,
Site_7,BANGALORE,Van DCD,4,2023-06-12 00:00:00,DA_156,A,2,0,72,1,4,0,2055,,
Site_12,MUMBAI,Bike,3,2023-06-23 00:00:00,DA_596,A,0,0,0,0,46,0,937,,
Site_22,HYDERABAD,Van DCD,4,2023-06-24 00:00:00,DA_217,B,3,0,17,0,0,0,1419,,
Site_14,MUMBAI,Bike,3,2023-06-27 00:00:00,DA_290,C,0,5,16,1,0,0,546,,
Site_6,BANGALORE,Van DCD,4,2023-06-07 00:00:00,DA_317,B,0,0,27,0,0,0,1439,,
Site_15,BANGALORE,Bike,4,2023-06-18 00:00:00,DA_91,C,2,0,27,0,0,0,601,,
Site_21,HYDERABAD,Bike,4,2023-06-25 00:00:00,DA_263,A,0,1,0,0,41,0,977,,
Site_12,MUMBAI,Bike,3,2023-06-05 00:00:00,DA_265,A,0,0,44,1,0,0,935,,
Site_13,THANE,Bike,3,2023-06-16 00:00:00,DA_286,C,1,0,9,3,6,0,549,,
Site_22,HYDERABAD,Bike,4,2023-06-12 00:00:00,DA_553,C,3,1,20,2,2,0,592,,
Site_22,HYDERABAD,Bike,4,2023-06-27 00:00:00,DA_102,A,0,0,0,0,36,0,967,,
Site_22,HYDERABAD,Bike,4,2023-06-23 00:00:00,DA_620,A,0,0,0,1,33,0,963,,
Site_10,BANGALORE,Bike,4,2023-06-23 00:00:00,DA_649,C,0,3,23,0,0,0,589,,
Site_13,THANE,Van D+DA,5,2023-06-21 00:00:00,DA_160,A,8,0,80,0,12,0,2365,,
Site_22,HYDERABAD,Van DCD,4,2023-06-23 00:00:00,DA_256,A,3,0,66,4,0,0,2020,,
Site_29,DELHI,Bike,6,2023-06-13 00:00:00,DA_487,C,2,9,18,0,4,0,611,,
Site_3,BANGALORE,Van DCD,4,2023-06-21 00:00:00,DA_294,B,3,0,30,0,0,0,1445,,
Site_9,BANGALORE,Bike,4,2023-06-29 00:00:00,DA_90,C,2,0,10,2,5,0,571,,
Site_6,BANGALORE,Van DCD,4,2023-06-24 00:00:00,DA_169,B,1,0,23,0,2,0,1435,,
Site_28,MUMBAI,Bike,3,2023-06-20 00:00:00,DA_483,A,0,0,0,0,51,0,947,,
Site_4,BANGALORE,Van DCD,4,2023-06-21 00:00:00,DA_581,A,0,0,208,2,4,0,2798,,
Site_12,MUMBAI,Van D+DA,5,2023-06-14 00:00:00,DA_635,B,0,0,27,8,0,0,1635,,
Site_15,BANGALORE,Bike,4,2023-06-17 00:00:00,DA_201,C,5,0,25,0,2,0,601,,
Site_22,HYDERABAD,Van DCD,4,2023-06-01 00:00:00,DA_108,A,6,0,51,3,16,0,2020,,
Site_10,BANGALORE,Bike,4,2023-06-24 00:00:00,DA_649,C,2,3,19,0,0,0,577,,
Site_22,HYDERABAD,Van D+DA,4,2023-06-04 00:00:00,DA_167,A,5,0,64,1,0,0,2165,,
Site_2,BHOPAL,Van DCD,1,2023-06-26 00:00:00,DA_64,A,1,0,76,2,5,0,1734,,
Site_18,DELHI,Bike,6,2023-06-21 00:00:00,DA_328,B,0,0,25,0,4,0,823,,
Site_27,MUMBAI,Bike,3,2023-06-25 00:00:00,DA_550,A,3,6,28,1,13,0,929,,
Site_6,BANGALORE,Van DCD,4,2023-06-24 00:00:00,DA_301,A,5,1,73,1,9,0,2085,,
Site_27,MUMBAI,Van D+DA,5,2023-06-15 00:00:00,DA_351,B,5,8,40,1,0,0,1647,,
Site_15,BANGALORE,Van DCD,4,2023-06-19 00:00:00,DA_95,A,3,0,72,1,4,0,1866,,
Site_2,BHOPAL,Bike,1,2023-06-23 00:00:00,DA_225,A,0,0,0,0,41,0,842,,
Site_28,MUMBAI,Bike,3,2023-06-19 00:00:00,DA_346,B,3,0,25,2,4,0,697,,
Site_1,BHOPAL,Bike,1,2023-06-06 00:00:00,DA_18,B,0,0,17,1,12,0,630,,
Site_26,MUMBAI,Bike,3,2023-06-27 00:00:00,DA_43,A,0,0,11,3,37,0,947,,
Site_3,BANGALORE,Van DCD,4,2023-06-13 00:00:00,DA_285,B,1,0,41,2,0,0,1471,,
Site_22,HYDERABAD,Van DCD,4,2023-06-28 00:00:00,DA_104,B,3,0,15,3,0,0,1421,,
Site_13,THANE,Bike,3,2023-06-02 00:00:00,DA_204,C,6,0,12,0,1,0,534,,
Site_27,MUMBAI,Bike,3,2023-06-20 00:00:00,DA_558,A,0,0,20,0,24,0,933,,
Site_24,MUMBAI,Bike,3,2023-06-22 00:00:00,DA_450,B,8,0,45,3,0,0,731,,
Site_22,HYDERABAD,Van DCD,4,2023-06-18 00:00:00,DA_152,B,3,4,8,1,14,0,1431,,
Site_4,BANGALORE,Bike,4,2023-06-02 00:00:00,DA_533,C,7,14,32,1,4,0,631,,
Site_4,BANGALORE,Van DCD,4,2023-06-10 00:00:00,DA_468,B,1,0,25,0,0,0,1435,,
Site_29,DELHI,Bike,6,2023-06-18 00:00:00,DA_539,A,0,1,32,0,19,0,1122,,
Site_11,BANGALORE,Van DCD,4,2023-06-22 00:00:00,DA_572,B,1,0,33,0,4,0,1559,,
Site_5,BANGALORE,Van D+DA,4,2023-06-21 00:00:00,DA_644,A,2,2,72,4,0,0,2220,,
Site_10,BANGALORE,Van DCD,4,2023-06-25 00:00:00,DA_617,A,0,3,0,0,77,0,2055,,
Site_17,DELHI,Van D+DA,6,2023-06-30 00:00:00,DA_142,A,6,0,66,3,2,0,2250,,
Site_19,HYDERABAD,Van DCD,4,2023-06-09 00:00:00,DA_211,A,0,0,51,4,13,0,2010,,
Site_3,BANGALORE,Van DCD,4,2023-06-05 00:00:00,DA_196,A,2,0,62,0,14,0,2050,,
Site_24,MUMBAI,Bike,3,2023-06-08 00:00:00,DA_454,C,8,0,40,6,0,0,633,,
Site_22,HYDERABAD,Bike,4,2023-06-20 00:00:00,DA_436,C,3,0,16,4,2,0,586,,
Site_5,BANGALORE,Bike,4,2023-06-17 00:00:00,DA_164,C,3,1,16,8,0,0,592,,
Site_10,BANGALORE,Van DCD,4,2023-06-23 00:00:00,DA_630,A,5,0,105,0,6,0,2225,,
Site_10,BANGALORE,Bike,4,2023-06-08 00:00:00,DA_402,C,4,0,27,0,6,0,619,,
Site_29,DELHI,Bike,6,2023-06-10 00:00:00,DA_606,B,1,0,39,0,4,0,851,,
Site_9,BANGALORE,Bike,4,2023-06-19 00:00:00,DA_632,A,0,0,0,0,33,0,961,,
Site_5,BANGALORE,Bike,4,2023-06-20 00:00:00,DA_73,A,0,0,0,0,33,0,961,,
Site_15,BANGALORE,Van DCD,4,2023-06-09 00:00:00,DA_135,B,3,0,33,3,0,0,1338,,
Site_3,BANGALORE,Bike,4,2023-06-19 00:00:00,DA_602,A,4,0,13,2,18,0,961,,
Site_16,BANGALORE,Van DCD,4,2023-06-17 00:00:00,DA_193,A,3,82,89,0,0,0,623,,
Site_22,HYDERABAD,Bike,4,2023-06-06 00:00:00,DA_280,A,1,4,5,0,33,0,971,,
Site_12,MUMBAI,Van D+DA,5,2023-06-11 00:00:00,DA_396,B,0,0,41,3,3,0,1659,,
Site_5,BANGALORE,Bike,4,2023-06-26 00:00:00,DA_552,B,7,0,31,2,0,0,766,,
Site_27,MUMBAI,Van D+DA,5,2023-06-29 00:00:00,DA_502,A,5,0,55,1,10,0,2235,,
Site_10,BANGALORE,Van DCD,4,2023-06-12 00:00:00,DA_257,A,0,8,58,2,2,0,1980,,
Site_18,DELHI,Bike,6,2023-06-23 00:00:00,DA_197,A,0,0,7,0,51,0,1136,,
Site_3,BANGALORE,Van DCD,4,2023-06-19 00:00:00,DA_318,A,5,0,73,0,0,0,2035,,
Site_12,MUMBAI,Bike,3,2023-06-24 00:00:00,DA_15,A,0,0,0,0,43,0,931,,
Site_6,BANGALORE,Van DCD,4,2023-06-14 00:00:00,DA_59,A,2,6,155,1,16,0,2504,,
Site_3,BANGALORE,Bike,4,2023-06-03 00:00:00,DA_370,A,0,0,0,0,52,0,999,,
Site_19,HYDERABAD,Van DCD,4,2023-06-27 00:00:00,DA_146,B,1,0,20,0,2,0,1429,,
Site_27,MUMBAI,Van D+DA,5,2023-06-14 00:00:00,DA_522,B,2,0,29,0,0,0,1623,,
Site_19,HYDERABAD,Bike,4,2023-06-11 00:00:00,DA_175,C,3,0,20,0,6,0,598,,
Site_26,MUMBAI,Van D+DA,5,2023-06-25 00:00:00,DA_3,B,0,0,40,0,0,0,1645,,
Site_13,THANE,Van D+DA,5,2023-06-09 00:00:00,DA_181,A,1,0,82,1,13,0,2385,,
Site_3,BANGALORE,Van DCD,4,2023-06-02 00:00:00,DA_538,A,0,0,48,0,4,0,1954,,
Site_12,MUMBAI,Van D+DA,5,2023-06-22 00:00:00,DA_508,A,0,0,79,7,4,0,2355,,
Site_6,BANGALORE,Van DCD,4,2023-06-06 00:00:00,DA_530,B,0,0,23,0,2,0,1435,,
Site_16,BANGALORE,Van DCD,4,2023-06-15 00:00:00,DA_567,A,6,0,51,0,8,0,1968,,
Site_16,BANGALORE,Bike,4,2023-06-30 00:00:00,DA_270,C,3,0,22,3,2,0,601,,
Site_21,HYDERABAD,Van DCD,4,2023-06-18 00:00:00,DA_631,B,10,0,20,2,0,0,1429,,
Site_12,MUMBAI,Van D+DA,5,2023-06-05 00:00:00,DA_527,B,5,0,25,2,0,0,1619,,
Site_10,BANGALORE,Van DCD,4,2023-06-24 00:00:00,DA_613,B,3,0,37,7,4,0,1481,,
Site_27,MUMBAI,Bike,3,2023-06-09 00:00:00,DA_614,B,2,0,31,0,0,0,697,,
Site_5,BANGALORE,Bike,4,2023-06-12 00:00:00,DA_552,C,7,0,29,4,0,0,619,,
Site_2,BHOPAL,Bike,1,2023-06-27 00:00:00,DA_435,A,0,0,1,3,38,0,844,,
Site_12,MUMBAI,Bike,3,2023-06-03 00:00:00,DA_74,A,0,16,49,2,4,0,955,,
Site_12,MUMBAI,Van D+DA,5,2023-06-09 00:00:00,DA_103,B,3,0,31,4,5,0,1645,,
Site_4,BANGALORE,Bike,4,2023-06-17 00:00:00,DA_229,C,2,0,18,1,6,0,595,,
Site_4,BANGALORE,Bike,4,2023-06-13 00:00:00,DA_593,C,4,1,17,5,4,0,598,,
Site_22,HYDERABAD,Bike,4,2023-06-01 00:00:00,DA_418,A,0,0,0,0,35,0,965,,
Site_3,BANGALORE,Van DCD,4,2023-06-25 00:00:00,DA_601,B,2,0,28,0,0,0,1441,,
Site_16,BANGALORE,Van DCD,4,2023-06-06 00:00:00,DA_459,A,3,0,50,2,12,0,1827,,
Site_29,DELHI,Bike,6,2023-06-10 00:00:00,DA_339,A,2,0,46,0,12,0,1136,,
Site_1,BHOPAL,Van DCD,1,2023-06-05 00:00:00,DA_18,A,2,2,81,4,4,0,1955,,
Site_2,BHOPAL,Bike,1,2023-06-08 00:00:00,DA_435,A,3,0,15,0,28,0,846,,
Site_21,HYDERABAD,Van DCD,4,2023-06-19 00:00:00,DA_51,A,2,0,1,0,55,0,1962,,
Site_10,BANGALORE,Van DCD,4,2023-06-15 00:00:00,DA_470,A,2,0,59,0,17,0,2050,,
Site_6,BANGALORE,Bike,4,2023-06-25 00:00:00,DA_205,C,1,1,26,0,0,0,598,,
Site_12,MUMBAI,Bike,3,2023-06-10 00:00:00,DA_48,A,0,0,0,0,47,0,939,,
Site_3,BANGALORE,Bike,4,2023-06-26 00:00:00,DA_420,A,7,0,40,0,0,0,975,,
Site_3,BANGALORE,Bike,4,2023-06-17 00:00:00,DA_208,A,1,0,24,0,3,0,949,,
Site_14,MUMBAI,Van D+DA,5,2023-06-26 00:00:00,DA_34,B,5,1,32,6,0,0,1641,,
Site_18,DELHI,Van D+DA,6,2023-06-05 00:00:00,DA_57,A,4,0,70,2,1,0,2260,,
Site_24,MUMBAI,Bike,3,2023-06-13 00:00:00,DA_4,C,1,1,16,0,2,0,549,,
Site_21,HYDERABAD,Van DCD,4,2023-06-25 00:00:00,DA_96,A,12,40,61,13,2,0,2050,,
Site_7,BANGALORE,Bike,4,2023-06-21 00:00:00,DA_543,C,0,0,22,0,0,0,586,,
Site_16,BANGALORE,Van DCD,4,2023-06-18 00:00:00,DA_271,B,3,0,25,2,0,0,1311,,
Site_12,MUMBAI,Bike,3,2023-06-22 00:00:00,DA_48,A,0,0,0,0,44,0,933,,
Site_16,BANGALORE,Van DCD,4,2023-06-25 00:00:00,DA_85,A,6,0,79,1,9,0,2115,,
Site_10,BANGALORE,Van DCD,4,2023-06-02 00:00:00,DA_269,A,11,9,69,2,5,0,2050,,
Site_25,MUMBAI,Bike,3,2023-06-02 00:00:00,DA_371,A,0,0,4,0,44,0,941,,
Site_10,BANGALORE,Van DCD,4,2023-06-17 00:00:00,DA_544,A,4,13,62,2,22,0,2100,,
Site_26,MUMBAI,Van D+DA,5,2023-06-11 00:00:00,DA_3,B,3,0,39,0,4,0,1651,,
Site_4,BANGALORE,Van DCD,4,2023-06-05 00:00:00,DA_461,A,11,0,175,1,17,0,2651,,
Site_26,MUMBAI,Bike,3,2023-06-20 00:00:00,DA_43,A,1,1,0,2,43,0,935,,
Site_3,BANGALORE,Bike,4,2023-06-27 00:00:00,DA_370,C,3,0,13,0,8,0,583,,
Site_29,DELHI,Bike,6,2023-06-26 00:00:00,DA_539,B,4,0,32,1,1,0,833,,
Site_5,BANGALORE,Bike,4,2023-06-15 00:00:00,DA_164,C,4,0,16,2,4,0,586,,
Site_22,HYDERABAD,Bike,4,2023-06-07 00:00:00,DA_438,A,4,0,17,7,10,0,963,,
Site_16,BANGALORE,Van DCD,4,2023-06-09 00:00:00,DA_381,B,4,0,25,0,4,0,1317,,
Site_29,DELHI,Bike,6,2023-06-10 00:00:00,DA_441,B,2,13,41,1,2,0,853,,
Site_10,BANGALORE,Van DCD,4,2023-06-11 00:00:00,DA_249,B,6,0,25,0,0,0,1435,,
Site_19,HYDERABAD,Bike,4,2023-06-06 00:00:00,DA_648,A,0,0,0,0,29,0,953,,
Site_22,HYDERABAD,Bike,4,2023-06-23 00:00:00,DA_280,A,3,0,0,1,27,0,951,,
Site_22,HYDERABAD,Bike,4,2023-06-01 00:00:00,DA_651,A,0,0,0,0,43,0,981,,
Site_19,HYDERABAD,Bike,4,2023-06-22 00:00:00,DA_492,A,0,0,0,0,33,0,961,,
Site_22,HYDERABAD,Bike,4,2023-06-11 00:00:00,DA_691,A,0,0,0,0,37,0,969,,
Site_19,HYDERABAD,Van DCD,4,2023-06-12 00:00:00,DA_517,B,4,0,40,4,0,0,1473,,
Site_16,BANGALORE,Bike,4,2023-06-22 00:00:00,DA_113,C,0,0,23,0,0,0,589,,
Site_1,BHOPAL,Bike,1,2023-06-26 00:00:00,DA_349,A,0,0,0,0,38,0,836,,
Site_19,HYDERABAD,Bike,4,2023-06-05 00:00:00,DA_81,C,3,0,26,0,0,0,598,,
Site_27,MUMBAI,Bike,3,2023-06-12 00:00:00,DA_410,C,1,0,31,1,0,0,591,,
Site_22,HYDERABAD,Bike,4,2023-06-19 00:00:00,DA_110,A,2,3,19,3,11,0,961,,
Site_13,THANE,Bike,3,2023-06-20 00:00:00,DA_204,C,5,0,5,3,10,0,549,,
Site_14,MUMBAI,Bike,3,2023-06-06 00:00:00,DA_99,C,3,0,17,0,6,0,564,,
Site_12,MUMBAI,Bike,3,2023-06-20 00:00:00,DA_216,A,0,4,6,0,37,0,931,,
Site_5,BANGALORE,Van D+DA,4,2023-06-24 00:00:00,DA_506,B,2,0,23,1,2,0,1567,,
Site_7,BANGALORE,Bike,4,2023-06-26 00:00:00,DA_354,C,1,0,16,6,2,0,592,,
Site_4,BANGALORE,Bike,4,2023-06-20 00:00:00,DA_533,C,3,2,20,1,3,0,592,,
Site_29,DELHI,Bike,6,2023-06-10 00:00:00,DA_115,C,1,0,23,1,2,0,623,,
Site_22,HYDERABAD,Van DCD,4,2023-06-20 00:00:00,DA_121,B,7,10,32,1,0,0,1451,,
Site_21,HYDERABAD,Van DCD,4,2023-06-05 00:00:00,DA_51,A,0,0,4,0,54,0,1966,,
Site_3,BANGALORE,Van DCD,4,2023-06-03 00:00:00,DA_293,B,3,0,21,0,7,0,1441,,
Site_26,MUMBAI,Van D+DA,5,2023-06-30 00:00:00,DA_556,B,2,0,33,0,0,0,1631,,
Site_22,HYDERABAD,Bike,4,2023-06-28 00:00:00,DA_620,A,1,0,2,5,20,0,949,,
Site_17,DELHI,Bike,6,2023-06-12 00:00:00,DA_476,A,0,2,59,1,2,0,1144,,
Site_13,THANE,Van D+DA,5,2023-06-10 00:00:00,DA_515,A,0,0,75,0,17,0,2365,,
Site_6,BANGALORE,Bike,4,2023-06-23 00:00:00,DA_174,C,0,0,24,0,4,0,604,,
Site_14,MUMBAI,Bike,3,2023-06-05 00:00:00,DA_244,C,0,1,13,0,2,0,540,,
Site_22,HYDERABAD,Van DCD,4,2023-06-20 00:00:00,DA_124,B,0,2,14,5,2,0,1427,,
Site_27,MUMBAI,Van D+DA,5,2023-06-27 00:00:00,DA_522,B,1,0,29,2,0,0,1627,,
Site_5,BANGALORE,Van D+DA,4,2023-06-26 00:00:00,DA_540,B,6,0,25,2,2,0,1573,,
Site_3,BANGALORE,Bike,4,2023-06-04 00:00:00,DA_56,A,0,1,0,0,36,0,967,,
Site_10,BANGALORE,Van DCD,4,2023-06-01 00:00:00,DA_528,C,2,0,38,2,5,0,1455,,
Site_2,BHOPAL,Van DCD,1,2023-06-30 00:00:00,DA_228,B,9,0,71,13,4,0,1525,,
Site_21,HYDERABAD,Bike,4,2023-06-15 00:00:00,DA_342,B,1,0,28,1,0,0,758,,
Site_16,BANGALORE,Bike,4,2023-06-09 00:00:00,DA_569,B,3,0,24,2,2,0,756,,
Site_27,MUMBAI,Van D+DA,5,2023-06-04 00:00:00,DA_452,B,3,0,42,0,2,0,1653,,
Site_7,BANGALORE,Bike,4,2023-06-25 00:00:00,DA_354,C,3,0,17,1,4,0,586,,
Site_4,BANGALORE,Bike,4,2023-06-20 00:00:00,DA_394,C,1,1,21,2,2,0,595,,
Site_17,DELHI,Bike,6,2023-06-04 00:00:00,DA_327,B,0,0,13,2,22,0,839,,
Site_16,BANGALORE,Van DCD,4,2023-06-16 00:00:00,DA_392,A,4,0,61,3,2,0,2000,,
Site_10,BANGALORE,Van DCD,4,2023-06-24 00:00:00,DA_273,A,2,5,89,0,13,0,2180,,
Site_26,MUMBAI,Van D+DA,5,2023-06-16 00:00:00,DA_3,B,4,0,35,0,2,0,1639,,
Site_18,DELHI,Van D+DA,6,2023-06-17 00:00:00,DA_57,A,5,0,66,2,7,0,2270,,
Site_25,MUMBAI,Van D+DA,5,2023-06-19 00:00:00,DA_264,B,1,0,52,5,5,0,1695,,
Site_26,MUMBAI,Van D+DA,5,2023-06-22 00:00:00,DA_367,B,1,0,36,2,2,0,1645,,
Site_22,HYDERABAD,Van DCD,4,2023-06-11 00:00:00,DA_171,B,7,0,21,0,0,0,1427,,
Site_19,HYDERABAD,Bike,4,2023-06-15 00:00:00,DA_295,C,2,0,21,1,12,0,622,,
Site_24,MUMBAI,Bike,3,2023-06-15 00:00:00,DA_4,C,8,0,15,1,0,0,543,,
Site_22,HYDERABAD,Bike,4,2023-06-23 00:00:00,DA_258,C,1,0,16,8,0,0,592,,
Site_16,BANGALORE,Bike,4,2023-06-04 00:00:00,DA_451,C,1,1,30,0,2,0,616,,
Site_12,MUMBAI,Bike,3,2023-06-19 00:00:00,DA_12,A,0,0,0,0,50,0,945,,
Site_22,HYDERABAD,Bike,4,2023-06-03 00:00:00,DA_88,C,0,11,12,2,4,0,574,,
Site_7,BANGALORE,Van DCD,4,2023-06-11 00:00:00,DA_156,A,3,1,67,2,4,0,2035,,
Site_11,BANGALORE,Van DCD,4,2023-06-07 00:00:00,DA_491,B,2,0,39,0,0,0,1463,,
Site_4,BANGALORE,Van DCD,4,2023-06-11 00:00:00,DA_207,A,3,0,48,4,6,0,1966,,
Site_22,HYDERABAD,Van DCD,4,2023-06-23 00:00:00,DA_171,B,2,0,16,2,0,0,1421,,
Site_10,BANGALORE,Van DCD,4,2023-06-08 00:00:00,DA_173,A,2,5,41,0,38,0,2065,,
Site_21,HYDERABAD,Bike,4,2023-06-15 00:00:00,DA_263,A,0,0,0,0,38,0,971,,
Site_25,MUMBAI,Van D+DA,5,2023-06-02 00:00:00,DA_490,A,3,0,86,1,10,0,2390,,
Site_25,MUMBAI,Bike,3,2023-06-14 00:00:00,DA_331,C,4,0,16,2,2,0,555,,
Site_6,BANGALORE,Van DCD,4,2023-06-01 00:00:00,DA_169,A,0,0,75,0,8,0,2085,,
Site_16,BANGALORE,Van DCD,4,2023-06-05 00:00:00,DA_321,B,8,36,152,4,5,0,2427,,
Site_16,BANGALORE,Van DCD,4,2023-06-26 00:00:00,DA_497,A,7,4,108,2,28,0,2266,,
Site_27,MUMBAI,Bike,3,2023-06-03 00:00:00,DA_231,B,1,0,33,2,2,0,709,,
Site_22,HYDERABAD,Van DCD,4,2023-06-26 00:00:00,DA_177,B,2,0,23,0,0,0,1431,,
Site_10,BANGALORE,Van DCD,4,2023-06-06 00:00:00,DA_269,B,6,0,44,0,0,0,1473,,
Site_3,BANGALORE,Bike,4,2023-06-02 00:00:00,DA_370,A,1,0,0,1,47,0,991,,
Site_17,DELHI,Bike,6,2023-06-23 00:00:00,DA_430,A,4,0,33,1,24,0,1136,,
Site_12,MUMBAI,Bike,3,2023-06-22 00:00:00,DA_141,B,1,0,14,4,4,0,679,,
Site_26,MUMBAI,Bike,3,2023-06-20 00:00:00,DA_565,A,0,0,0,1,40,0,927,,
Site_6,BANGALORE,Van DCD,4,2023-06-29 00:00:00,DA_554,A,3,0,71,1,6,0,2060,,
Site_22,HYDERABAD,Van DCD,4,2023-06-19 00:00:00,DA_337,A,11,29,45,2,6,0,1956,,
Site_13,THANE,Bike,3,2023-06-18 00:00:00,DA_46,A,0,0,2,0,41,0,931,,
Site_16,BANGALORE,Van DCD,4,2023-06-15 00:00:00,DA_497,A,6,43,132,1,4,0,2259,,
Site_13,THANE,Van D+DA,5,2023-06-25 00:00:00,DA_28,A,5,0,66,3,14,0,2320,,
Site_4,BANGALORE,Van DCD,4,2023-06-27 00:00:00,DA_136,B,3,0,41,0,1,0,1356,,
Site_3,BANGALORE,Van DCD,4,2023-06-07 00:00:00,DA_375,A,0,0,40,0,10,0,1950,,
Site_10,BANGALORE,Van DCD,4,2023-06-20 00:00:00,DA_470,A,5,0,56,0,29,0,2095,,
Site_25,MUMBAI,Van D+DA,5,2023-06-10 00:00:00,DA_264,B,9,0,24,2,3,0,1623,,
Site_12,MUMBAI,Van D+DA,5,2023-06-25 00:00:00,DA_548,B,1,0,13,4,4,0,1607,,
Site_17,DELHI,Bike,6,2023-06-28 00:00:00,DA_430,A,0,0,0,0,61,0,1142,,
Site_4,BANGALORE,Van DCD,4,2023-06-26 00:00:00,DA_137,A,0,0,55,1,8,0,1990,,
Site_6,BANGALORE,Bike,4,2023-06-29 00:00:00,DA_205,C,0,0,24,0,0,0,592,,
Site_21,HYDERABAD,Van DCD,4,2023-06-27 00:00:00,DA_341,A,1,23,52,0,0,0,1954,,
Site_7,BANGALORE,Van DCD,4,2023-06-21 00:00:00,DA_242,A,5,1,63,1,8,0,2030,,
Site_25,MUMBAI,Bike,3,2023-06-21 00:00:00,DA_331,B,3,3,33,5,8,0,727,,
Site_12,MUMBAI,Van D+DA,5,2023-06-01 00:00:00,DA_125,A,2,0,65,3,7,0,2280,,
Site_25,MUMBAI,Bike,3,2023-06-15 00:00:00,DA_371,A,1,0,6,0,30,0,917,,
Site_16,BANGALORE,Van DCD,4,2023-06-27 00:00:00,DA_291,A,0,9,109,0,31,0,2280,,
Site_3,BANGALORE,Bike,4,2023-06-17 00:00:00,DA_615,C,0,1,13,1,2,0,568,,
Site_21,HYDERABAD,Van DCD,4,2023-06-16 00:00:00,DA_132,B,3,4,21,3,0,0,1433,,
Site_27,MUMBAI,Van D+DA,5,2023-06-04 00:00:00,DA_502,B,0,0,30,0,0,0,1625,,
Site_12,MUMBAI,Van D+DA,5,2023-06-07 00:00:00,DA_508,B,1,1,28,3,2,0,1631,,
Site_16,BANGALORE,Bike,4,2023-06-30 00:00:00,DA_58,C,2,38,40,0,0,0,640,,
Site_6,BANGALORE,Van DCD,4,2023-06-02 00:00:00,DA_92,B,2,0,34,0,2,0,1457,,
Site_3,BANGALORE,Van DCD,4,2023-06-27 00:00:00,DA_285,B,2,0,40,0,2,0,1469,,
Site_17,DELHI,Bike,6,2023-06-13 00:00:00,DA_446,A,3,0,51,0,0,0,1122,,
Site_16,BANGALORE,Van DCD,4,2023-06-14 00:00:00,DA_53,A,3,1,59,1,2,0,1821,,
Site_27,MUMBAI,Van D+DA,5,2023-06-01 00:00:00,DA_603,B,1,1,34,2,0,0,1637,,
Site_22,HYDERABAD,Van DCD,4,2023-06-25 00:00:00,DA_524,A,14,0,74,5,4,0,2085,,
Site_3,BANGALORE,Van DCD,4,2023-06-01 00:00:00,DA_10,A,5,6,48,0,16,0,1990,,
Site_2,BHOPAL,Van DCD,1,2023-06-25 00:00:00,DA_683,A,7,0,59,2,5,0,1840,,
Site_3,BANGALORE,Bike,4,2023-06-05 00:00:00,DA_602,A,2,0,35,1,13,0,993,,
Site_19,HYDERABAD,Bike,4,2023-06-30 00:00:00,DA_109,C,0,1,19,2,2,0,589,,
Site_17,DELHI,Bike,6,2023-06-28 00:00:00,DA_195,A,9,0,45,3,0,0,1116,,
Site_3,BANGALORE,Van DCD,4,2023-06-09 00:00:00,DA_426,B,2,0,41,0,0,0,1467,,
Site_29,DELHI,Bike,6,2023-06-30 00:00:00,DA_143,B,0,0,40,0,0,0,845,,
Site_22,HYDERABAD,Bike,4,2023-06-26 00:00:00,DA_691,A,0,0,0,0,43,0,981,,
Site_3,BANGALORE,Bike,4,2023-06-21 00:00:00,DA_221,A,1,0,31,1,3,0,965,,
Site_16,BANGALORE,Van DCD,4,2023-06-17 00:00:00,DA_567,A,3,0,69,0,3,0,2030,,
Site_12,MUMBAI,Bike,3,2023-06-15 00:00:00,DA_48,A,0,0,0,0,52,0,949,,
Site_1,BHOPAL,Bike,1,2023-06-13 00:00:00,DA_283,A,0,0,0,0,32,0,824,,
Site_12,MUMBAI,Van D+DA,5,2023-06-26 00:00:00,DA_103,A,2,0,92,5,4,0,2410,,
Site_26,MUMBAI,Van D+DA,5,2023-06-19 00:00:00,DA_214,A,6,0,85,7,4,0,2385,,
Site_26,MUMBAI,Van D+DA,5,2023-06-09 00:00:00,DA_367,B,3,0,37,0,4,0,1647,,
Site_10,BANGALORE,Van DCD,4,2023-06-05 00:00:00,DA_173,A,0,0,2,0,95,0,2155,,
Site_29,DELHI,Bike,6,2023-06-20 00:00:00,DA_143,B,4,0,36,2,6,0,853,,
Site_18,DELHI,Van D+DA,6,2023-06-18 00:00:00,DA_501,A,3,0,69,1,7,0,2280,,
Site_27,MUMBAI,Van D+DA,5,2023-06-16 00:00:00,DA_603,B,0,0,29,1,0,0,1625,,
Site_22,HYDERABAD,Bike,4,2023-06-13 00:00:00,DA_418,A,0,0,0,0,29,0,953,,
Site_3,BANGALORE,Bike,4,2023-06-29 00:00:00,DA_684,A,3,0,6,0,15,0,937,,
